invoice_id,customer_id,invoice_date,due_date,amount,segment,payment_terms_days,prior_late_rate,prior_avg_delay_days,dispute_flag,days_since_last_payment,macro_pressure,late_30
INV0009992,C00999,2023-11-30,2023-12-30,5934.24,Mid-market,30,0.2183,0.72,0,7.9,0.0,0
INV0010221,C00178,2023-11-30,2023-12-30,657.89,SMB,30,0.062,0.0,0,6.6,0.0,0
INV0011280,C02477,2023-11-30,2023-12-30,902.07,SMB,30,0.45,19.94,0,21.7,0.0,0
INV0012486,C01952,2023-11-30,2023-12-30,4854.83,SMB,30,0.2281,3.37,0,13.7,0.0,0
INV0012516,C01253,2023-11-30,2024-01-29,422.86,SMB,60,0.0396,6.1,0,29.6,0.0,0
INV0012870,C00363,2023-11-30,2023-12-15,5120.22,SMB,15,0.5714,21.77,0,26.4,0.0,1
INV0014637,C02462,2023-11-30,2024-01-29,1168.59,SMB,60,0.4362,19.17,0,24.6,0.0,1
INV0014830,C01996,2023-11-30,2023-12-30,481.05,SMB,30,0.1979,1.97,0,27.8,0.0,0
INV0015775,C01596,2023-11-30,2023-12-30,8089.79,SMB,30,0.0406,0.0,0,24.8,0.0,0
INV0016156,C01066,2023-11-30,2024-01-14,8056.57,Mid-market,45,0.1149,0.0,0,39.8,0.0,0
INV0018916,C00398,2023-11-30,2023-12-15,5709.44,Mid-market,15,0.1375,0.0,1,35.5,0.0,1
INV0019325,C01510,2023-11-30,2024-01-14,5548.0,Enterprise,45,0.4483,18.06,0,16.3,0.0,0
INV0000114,C01587,2023-12-01,2023-12-31,689.38,SMB,30,0.326,15.1,0,26.8,0.0,0
INV0001656,C01426,2023-12-01,2023-12-31,3161.88,Mid-market,30,0.3596,21.27,0,46.3,0.0,0
INV0002588,C00961,2023-12-01,2023-12-31,403.39,SMB,30,0.2942,13.41,0,15.0,0.0,1
INV0003046,C00509,2023-12-01,2023-12-31,3543.86,Mid-market,30,0.3449,12.83,0,34.7,0.0,1
INV0003937,C01684,2023-12-01,2023-12-31,775.63,SMB,30,0.1577,7.71,0,36.2,0.0,0
INV0004129,C01061,2023-12-01,2023-12-16,1577.86,Enterprise,15,0.4133,16.99,0,23.9,0.0,0
INV0005593,C01530,2023-12-01,2023-12-16,7630.11,SMB,15,0.2067,14.9,0,17.7,0.0,0
INV0006854,C00412,2023-12-01,2023-12-31,6072.91,Enterprise,30,0.1631,16.67,0,46.3,0.0,1
INV0007561,C00766,2023-12-01,2023-12-31,468.31,SMB,30,0.0871,1.41,0,68.8,0.0,0
INV0007615,C00375,2023-12-01,2024-01-30,700.14,SMB,60,0.1104,4.02,0,35.0,0.0,0
INV0011189,C01506,2023-12-01,2024-01-15,1341.45,Mid-market,45,0.4756,29.94,0,26.8,0.0,0
INV0011511,C00224,2023-12-01,2023-12-31,7090.81,Mid-market,30,0.214,10.81,0,26.2,0.0,0
INV0013483,C01510,2023-12-01,2023-12-31,16625.11,Enterprise,30,0.4398,18.96,0,15.8,0.0,1
INV0014731,C01706,2023-12-01,2023-12-31,5659.46,SMB,30,0.1042,3.15,0,20.6,0.0,1
INV0017043,C01357,2023-12-01,2023-12-16,514.22,SMB,15,0.0,1.64,0,11.2,0.0,0
INV0018731,C01057,2023-12-01,2023-12-31,1215.23,SMB,30,0.1923,0.0,0,12.3,0.0,1
INV0019310,C00086,2023-12-01,2023-12-31,437.69,SMB,30,0.2562,13.9,0,15.3,0.0,0
INV0019594,C01356,2023-12-01,2024-01-30,556.17,SMB,60,0.0381,8.6,0,30.0,0.0,0
INV0000610,C02222,2023-12-02,2024-01-16,519.07,SMB,45,0.4597,18.0,0,52.1,0.0,1
INV0000907,C01292,2023-12-02,2024-01-01,6150.35,SMB,30,0.3489,12.52,0,13.3,0.0,1
INV0003031,C00450,2023-12-02,2024-01-01,795.62,SMB,30,0.2098,0.32,0,21.9,0.0,0
INV0003427,C01174,2023-12-02,2024-01-16,2983.94,Mid-market,45,0.0162,17.34,0,28.1,0.0,0
INV0003669,C01803,2023-12-02,2024-01-01,9115.47,SMB,30,0.2287,4.83,0,14.7,0.0,0
INV0005840,C02448,2023-12-02,2024-01-31,8551.79,Mid-market,60,0.1106,1.36,0,7.2,0.0,0
INV0007290,C00304,2023-12-02,2024-01-01,618.24,SMB,30,0.1901,16.94,0,21.9,0.0,0
INV0007904,C00407,2023-12-02,2024-01-31,153.14,SMB,60,0.4581,27.21,0,37.2,0.0,0
INV0009922,C00623,2023-12-02,2023-12-17,5581.4,Enterprise,15,0.2875,13.49,0,25.1,0.0,0
INV0011429,C01592,2023-12-02,2024-01-31,11464.21,SMB,60,0.1443,6.32,0,20.6,0.0,0
INV0011695,C02221,2023-12-02,2024-01-16,2178.8,SMB,45,0.0455,0.0,0,28.5,0.0,0
INV0014036,C01034,2023-12-02,2024-01-01,7191.76,SMB,30,0.1075,11.31,0,25.9,0.0,0
INV0014587,C02460,2023-12-02,2024-01-01,4360.75,SMB,30,0.3279,23.28,0,23.2,0.0,1
INV0015106,C00531,2023-12-02,2024-01-16,1131.99,Mid-market,45,0.3046,0.0,0,30.7,0.0,1
INV0016619,C00358,2023-12-02,2024-01-16,243.36,SMB,45,0.3285,12.68,0,30.1,0.0,1
INV0017702,C00752,2023-12-02,2024-01-16,4856.82,Mid-market,45,0.5557,24.36,0,54.9,0.0,1
INV0019670,C00622,2023-12-02,2024-01-31,17672.54,Mid-market,60,0.1886,7.58,1,24.6,0.0,0
INV0019819,C00754,2023-12-02,2024-01-16,1431.4,SMB,45,0.2389,14.33,0,17.8,0.0,0
INV0001107,C00102,2023-12-03,2024-01-17,4416.72,SMB,45,0.1119,6.11,0,9.6,0.0,0
INV0001522,C01260,2023-12-03,2023-12-18,13738.17,Enterprise,15,0.1373,9.02,0,20.3,0.0,0
INV0002921,C00035,2023-12-03,2024-01-02,2591.88,SMB,30,0.0568,8.14,0,37.2,0.0,0
INV0004270,C02452,2023-12-03,2024-01-02,5854.45,Mid-market,30,0.3377,19.56,0,20.4,0.0,0
INV0005785,C01699,2023-12-03,2024-01-02,4947.56,Enterprise,30,0.3685,11.74,0,32.2,0.0,1
INV0006534,C01898,2023-12-03,2023-12-18,8450.58,Enterprise,15,0.2843,10.51,1,15.1,0.0,0
INV0006838,C00906,2023-12-03,2024-01-17,2253.18,SMB,45,0.517,27.37,1,34.9,0.0,0
INV0009016,C01829,2023-12-03,2024-01-02,5723.99,Mid-market,30,0.3389,15.16,0,23.5,0.0,0
INV0009948,C00767,2023-12-03,2024-01-02,4349.15,SMB,30,0.0433,15.67,1,14.8,0.0,0
INV0013579,C00583,2023-12-03,2024-01-17,2322.68,SMB,45,0.3432,19.75,0,44.4,0.0,1
INV0014679,C01415,2023-12-03,2024-01-02,3639.01,SMB,30,0.0788,0.0,0,18.3,0.0,0
INV0015054,C01126,2023-12-03,2024-01-17,341.5,SMB,45,0.3476,19.3,0,17.1,0.0,0
INV0016100,C01215,2023-12-03,2024-01-02,1301.86,SMB,30,0.2523,8.1,1,16.2,0.0,0
INV0016253,C00109,2023-12-03,2024-01-02,4558.6,SMB,30,0.1093,0.41,0,8.6,0.0,0
INV0018788,C00246,2023-12-03,2024-01-02,1692.38,Mid-market,30,0.0775,0.0,0,41.9,0.0,0
INV0019159,C02133,2023-12-03,2024-01-17,530.32,SMB,45,0.277,15.22,0,33.1,0.0,1
INV0019888,C00455,2023-12-03,2024-01-02,2421.59,Mid-market,30,0.2786,8.54,0,30.0,0.0,0
INV0000934,C01139,2023-12-04,2024-01-03,1339.96,Mid-market,30,0.5062,14.16,0,38.0,0.0,0
INV0002343,C00817,2023-12-04,2024-01-18,312.84,SMB,45,0.1589,4.88,0,25.0,0.0,0
INV0002465,C00620,2023-12-04,2024-01-03,4549.24,SMB,30,0.4178,24.65,0,36.2,0.0,1
INV0003623,C00187,2023-12-04,2024-01-03,2831.37,Mid-market,30,0.001,0.0,0,14.0,0.0,0
INV0004411,C01779,2023-12-04,2024-01-03,2952.24,SMB,30,0.1916,8.36,0,9.4,0.0,0
INV0006155,C00208,2023-12-04,2023-12-19,544.1,Mid-market,15,0.0518,11.28,0,14.9,0.0,0
INV0006251,C01575,2023-12-04,2024-01-03,932.82,SMB,30,0.0171,1.58,1,17.2,0.0,0
INV0010309,C00599,2023-12-04,2024-01-03,1001.85,Mid-market,30,0.2906,11.87,0,30.6,0.0,1
INV0011934,C02153,2023-12-04,2024-01-18,4439.76,Mid-market,45,0.2054,12.95,0,19.5,0.0,0
INV0012407,C00418,2023-12-04,2024-02-02,1467.09,SMB,60,0.2502,9.91,0,27.8,0.0,0
INV0012667,C00680,2023-12-04,2024-01-03,1931.44,SMB,30,0.0955,0.0,0,20.4,0.0,0
INV0012875,C01573,2023-12-04,2024-01-03,1987.38,Enterprise,30,0.2695,4.08,0,30.6,0.0,0
INV0015089,C00080,2023-12-04,2024-01-03,757.87,SMB,30,0.214,2.57,0,34.7,0.0,1
INV0015908,C01434,2023-12-04,2024-01-03,10438.09,Mid-market,30,0.0794,6.09,0,27.0,0.0,0
INV0019194,C02035,2023-12-04,2024-01-03,1866.68,SMB,30,0.1524,21.85,0,18.1,0.0,0
INV0001154,C02105,2023-12-05,2024-01-04,10193.07,Mid-market,30,0.4648,23.56,0,31.8,0.0,0
INV0001233,C00553,2023-12-05,2024-02-03,5005.7,Mid-market,60,0.2168,5.66,0,29.5,0.0,0
INV0001824,C00612,2023-12-05,2023-12-20,15205.6,Mid-market,15,0.1523,0.0,0,11.0,0.0,0
INV0002252,C01049,2023-12-05,2024-02-03,4569.37,Mid-market,60,0.1267,15.55,0,8.1,0.0,0
INV0003055,C02186,2023-12-05,2024-01-04,2535.93,SMB,30,0.3327,7.17,0,20.1,0.0,0
INV0006378,C00322,2023-12-05,2024-01-04,5691.01,Mid-market,30,0.3396,23.01,0,13.8,0.0,1
INV0007974,C01919,2023-12-05,2024-01-04,556.6,Mid-market,30,0.2533,17.36,0,26.5,0.0,0
INV0008637,C02229,2023-12-05,2023-12-20,6598.79,SMB,15,0.203,14.56,0,14.6,0.0,0
INV0008775,C00918,2023-12-05,2024-01-04,63595.49,Enterprise,30,0.324,0.81,0,50.8,0.0,0
INV0008875,C00382,2023-12-05,2024-01-04,23757.42,Mid-market,30,0.1696,0.0,0,34.0,0.0,0
INV0009590,C01711,2023-12-05,2024-01-04,1074.0,SMB,30,0.1416,0.09,0,21.7,0.0,0
INV0009935,C00406,2023-12-05,2024-02-03,1146.5,Mid-market,60,0.2544,18.45,1,26.1,0.0,1
INV0011470,C00376,2023-12-05,2024-02-03,5921.34,SMB,60,0.1727,6.4,0,22.3,0.0,0
INV0012470,C01507,2023-12-05,2024-01-04,606.78,SMB,30,0.1939,13.08,0,12.9,0.0,0
INV0015368,C00642,2023-12-05,2024-01-04,1552.0,SMB,30,0.4235,12.75,1,117.6,0.0,1
INV0015887,C01652,2023-12-05,2024-01-04,5397.6,SMB,30,0.1352,7.94,0,12.4,0.0,0
INV0017106,C00438,2023-12-05,2023-12-20,2894.72,Mid-market,15,0.2127,16.12,0,36.9,0.0,0
INV0017728,C01631,2023-12-05,2024-01-19,8477.73,Mid-market,45,0.6843,20.24,1,31.9,0.0,1
INV0017764,C02043,2023-12-05,2024-02-03,4247.17,Mid-market,60,0.2465,11.84,0,15.0,0.0,1
INV0018100,C00217,2023-12-05,2024-01-19,6558.96,SMB,45,0.0742,6.93,0,42.7,0.0,0
INV0018194,C02199,2023-12-05,2024-01-19,1687.86,SMB,45,0.3679,6.01,0,23.2,0.0,1
INV0018224,C02374,2023-12-05,2023-12-20,1078.19,SMB,15,0.4082,33.05,1,46.8,0.0,1
INV0018242,C02288,2023-12-05,2024-01-19,2854.65,SMB,45,0.1524,9.73,0,19.3,0.0,0
INV0019697,C01919,2023-12-05,2024-01-04,3547.68,Mid-market,30,0.2844,18.08,0,29.0,0.0,0
INV0000428,C01333,2023-12-06,2024-01-05,33095.21,Enterprise,30,0.2333,23.23,0,14.1,0.0,0
INV0000582,C00501,2023-12-06,2024-01-20,10577.17,SMB,45,0.135,18.97,0,40.9,0.0,0
INV0003545,C02382,2023-12-06,2024-01-20,13347.9,Mid-market,45,0.6291,26.12,1,60.6,0.0,1
INV0004466,C01852,2023-12-06,2024-01-05,2009.46,Enterprise,30,0.382,16.67,0,23.4,0.0,0
INV0004665,C02072,2023-12-06,2023-12-21,2365.65,SMB,15,0.0783,3.73,0,19.3,0.0,0
INV0004733,C01987,2023-12-06,2024-01-05,2659.71,Enterprise,30,0.2539,6.92,0,21.2,0.0,1
INV0005885,C00770,2023-12-06,2024-01-05,562.55,SMB,30,0.145,2.95,0,29.5,0.0,0
INV0005902,C00273,2023-12-06,2024-01-20,2198.74,SMB,45,0.1011,2.82,0,10.6,0.0,0
INV0006723,C00751,2023-12-06,2024-01-05,5825.92,Mid-market,30,0.0483,13.88,0,17.5,0.0,0
INV0007093,C02247,2023-12-06,2024-01-05,8587.2,SMB,30,0.6357,32.69,0,48.5,0.0,1
INV0007982,C00423,2023-12-06,2024-01-05,2595.16,SMB,30,0.2263,13.95,0,45.0,0.0,0
INV0008106,C01241,2023-12-06,2024-01-05,14130.43,Enterprise,30,0.1484,0.0,0,12.2,0.0,0
INV0008996,C01015,2023-12-06,2024-01-20,1146.06,SMB,45,0.204,10.19,0,7.7,0.0,1
INV0009715,C01693,2023-12-06,2024-01-20,2131.93,Mid-market,45,0.38,21.9,0,19.2,0.0,0
INV0009961,C02304,2023-12-06,2023-12-21,5151.12,SMB,15,0.1991,8.6,0,9.7,0.0,0
INV0010086,C01727,2023-12-06,2024-01-05,2014.98,Mid-market,30,0.202,2.73,1,11.8,0.0,0
INV0010933,C01954,2023-12-06,2024-01-05,2769.69,SMB,30,0.0383,0.0,0,21.5,0.0,0
INV0011454,C00209,2023-12-06,2024-01-20,15502.44,Enterprise,45,0.1595,5.97,0,36.5,0.0,0
INV0012462,C01751,2023-12-06,2024-02-04,6507.37,SMB,60,0.579,22.4,0,29.7,0.0,1
INV0012976,C01428,2023-12-06,2023-12-21,9666.41,Mid-market,15,0.0,6.23,0,20.9,0.0,0
INV0014432,C01688,2023-12-06,2024-02-04,8820.74,SMB,60,0.0749,0.88,0,8.2,0.0,1
INV0014910,C01277,2023-12-06,2023-12-21,2410.73,SMB,15,0.4099,21.32,0,22.7,0.0,1
INV0015219,C00733,2023-12-06,2024-01-05,9204.93,SMB,30,0.2536,11.3,0,25.4,0.0,0
INV0015439,C02363,2023-12-06,2024-01-05,2298.03,SMB,30,0.079,4.71,0,18.0,0.0,0
INV0016158,C00813,2023-12-06,2024-01-05,8418.16,SMB,30,0.4339,15.8,0,36.6,0.0,1
INV0018253,C01227,2023-12-06,2024-01-05,2730.7,Mid-market,30,0.5678,31.22,1,29.0,0.0,1
INV0019245,C00214,2023-12-06,2024-02-04,6582.59,SMB,60,0.6968,33.74,0,37.3,0.0,1
INV0019248,C01255,2023-12-06,2024-01-20,9134.58,Enterprise,45,0.2222,20.17,0,23.1,0.0,0
INV0000261,C00675,2023-12-07,2024-01-06,6951.82,SMB,30,0.0395,0.0,0,41.6,0.0,0
INV0002173,C00672,2023-12-07,2023-12-22,1226.75,Mid-market,15,0.0546,8.95,0,14.5,0.0,0
INV0002176,C01308,2023-12-07,2024-01-06,9729.47,SMB,30,0.3073,5.86,0,21.3,0.0,0
INV0002981,C00006,2023-12-07,2023-12-22,7645.63,SMB,15,0.273,10.38,0,29.9,0.0,1
INV0006065,C00012,2023-12-07,2024-01-21,7845.44,Enterprise,45,0.4787,24.58,0,34.4,0.0,1
INV0007186,C02419,2023-12-07,2024-01-06,166.22,SMB,30,0.1627,10.69,0,34.6,0.0,0
INV0007289,C00384,2023-12-07,2024-01-06,7484.88,SMB,30,0.0914,5.76,0,22.7,0.0,0
INV0008165,C00400,2023-12-07,2024-01-06,2132.83,Mid-market,30,0.515,13.41,1,31.6,0.0,0
INV0008699,C02060,2023-12-07,2024-01-06,710.98,SMB,30,0.5585,19.6,0,39.3,0.0,0
INV0009434,C00516,2023-12-07,2023-12-22,4729.24,Mid-market,15,0.3093,26.32,0,28.0,0.0,0
INV0012507,C00556,2023-12-07,2024-01-06,2028.09,Mid-market,30,0.1425,10.34,0,7.3,0.0,0
INV0012512,C00926,2023-12-07,2024-01-06,4521.5,SMB,30,0.2594,1.31,0,35.7,0.0,0
INV0013125,C00541,2023-12-07,2024-01-06,5985.47,Mid-market,30,0.2029,4.98,0,22.0,0.0,0
INV0013162,C00463,2023-12-07,2023-12-22,2587.52,SMB,15,0.2978,14.53,0,18.4,0.0,0
INV0013456,C02068,2023-12-07,2024-01-06,8407.53,Enterprise,30,0.1574,9.13,0,44.5,0.0,0
INV0013578,C01107,2023-12-07,2024-01-21,2662.96,SMB,45,0.0,6.37,0,3.2,0.0,0
INV0014393,C02435,2023-12-07,2024-02-05,3166.57,SMB,60,0.0042,0.0,0,5.7,0.0,0
INV0018344,C01613,2023-12-07,2024-01-06,1333.2,SMB,30,0.5048,22.78,0,47.4,0.0,1
INV0018437,C00195,2023-12-07,2024-01-06,1824.66,SMB,30,0.322,14.49,0,22.8,0.0,0
INV0018470,C00151,2023-12-07,2024-01-06,10038.58,Enterprise,30,0.198,9.91,0,18.6,0.0,0
INV0000390,C02270,2023-12-08,2024-01-22,9991.83,Mid-market,45,0.0502,1.19,0,57.8,0.0,0
INV0000861,C02176,2023-12-08,2024-01-22,1050.51,SMB,45,0.221,1.11,0,26.8,0.0,0
INV0002379,C01572,2023-12-08,2024-02-06,1722.68,SMB,60,0.158,8.47,0,16.9,0.0,0
INV0003435,C00684,2023-12-08,2024-01-07,11844.75,Mid-market,30,0.3584,25.97,0,14.4,0.0,0
INV0004356,C00631,2023-12-08,2024-01-07,8781.57,SMB,30,0.1001,0.0,0,11.5,0.0,0
INV0005343,C01262,2023-12-08,2024-02-06,345.61,SMB,60,0.2565,0.86,0,26.4,0.0,0
INV0005421,C00798,2023-12-08,2023-12-23,1776.9,Mid-market,15,0.1031,10.83,0,18.8,0.0,0
INV0006094,C02206,2023-12-08,2023-12-23,26987.72,Mid-market,15,0.1383,3.12,0,7.1,0.0,0
INV0006356,C01854,2023-12-08,2024-01-07,2327.03,Mid-market,30,0.2779,10.39,0,70.7,0.0,1
INV0007111,C01636,2023-12-08,2023-12-23,2806.98,SMB,15,0.0671,1.38,0,18.6,0.0,0
INV0007531,C00388,2023-12-08,2024-01-07,467.37,Mid-market,30,0.3252,4.74,0,14.6,0.0,0
INV0009285,C02327,2023-12-08,2024-02-06,2219.22,Mid-market,60,0.3149,9.47,0,49.4,0.0,0
INV0011464,C01424,2023-12-08,2024-01-07,4383.29,Mid-market,30,0.1132,5.15,0,22.4,0.0,0
INV0012893,C02446,2023-12-08,2024-01-22,1619.05,SMB,45,0.0994,2.78,0,13.4,0.0,0
INV0017637,C00214,2023-12-08,2023-12-23,522.53,SMB,15,0.7137,32.35,0,38.6,0.0,1
INV0018141,C01424,2023-12-08,2024-01-22,1521.98,Mid-market,45,0.1729,1.18,0,30.2,0.0,0
INV0018732,C00543,2023-12-08,2024-01-07,141.48,SMB,30,0.8457,28.48,0,40.1,0.0,1
INV0018737,C00487,2023-12-08,2024-02-06,3672.45,Mid-market,60,0.2574,8.58,1,11.8,0.0,0
INV0019118,C00317,2023-12-08,2024-01-22,5159.05,SMB,45,0.1503,12.54,0,25.9,0.0,0
INV0019687,C00584,2023-12-08,2024-01-07,1335.97,SMB,30,0.3371,27.32,0,24.0,0.0,0
INV0003785,C00874,2023-12-09,2024-01-08,6985.98,Mid-market,30,0.2609,15.97,1,12.6,0.0,0
INV0003896,C00436,2023-12-09,2024-02-07,3173.29,Mid-market,60,0.1445,0.46,1,13.1,0.0,0
INV0006003,C02137,2023-12-09,2024-01-08,15341.31,Mid-market,30,0.2675,11.84,1,19.7,0.0,0
INV0006699,C01030,2023-12-09,2023-12-24,1779.54,SMB,15,0.1825,6.42,0,19.3,0.0,0
INV0008551,C01988,2023-12-09,2024-01-08,10367.92,Enterprise,30,0.2868,4.93,0,13.9,0.0,0
INV0008709,C00869,2023-12-09,2024-01-08,711.17,SMB,30,0.3251,16.76,0,24.8,0.0,0
INV0009088,C00026,2023-12-09,2024-01-08,365.01,SMB,30,0.0562,1.21,1,24.3,0.0,0
INV0010622,C02159,2023-12-09,2024-01-08,337500.0,Enterprise,30,0.0994,11.19,0,37.9,0.0,0
INV0011218,C00842,2023-12-09,2024-01-23,1521.21,SMB,45,0.0646,5.46,0,31.4,0.0,0
INV0012063,C00883,2023-12-09,2024-01-23,1056.07,SMB,45,0.0679,4.44,0,81.9,0.0,0
INV0013216,C01134,2023-12-09,2024-01-08,1699.14,SMB,30,0.1563,14.69,0,15.8,0.0,0
INV0015175,C00138,2023-12-09,2024-02-07,16123.31,Mid-market,60,0.1971,4.87,0,27.3,0.0,0
INV0015648,C00272,2023-12-09,2023-12-24,1803.33,SMB,15,0.2927,13.97,0,49.8,0.0,0
INV0016454,C00393,2023-12-09,2024-01-23,382.61,SMB,45,0.3892,20.63,0,13.5,0.0,0
INV0000109,C00480,2023-12-10,2024-01-09,1485.07,SMB,30,0.0189,7.36,0,10.7,0.0,0
INV0000738,C01482,2023-12-10,2024-01-09,2182.19,Mid-market,30,0.2882,10.56,0,35.5,0.0,0
INV0000938,C02284,2023-12-10,2024-02-08,4295.33,SMB,60,0.3753,16.97,0,23.5,0.0,0
INV0002669,C00231,2023-12-10,2024-01-09,30000.57,SMB,30,0.502,23.0,0,17.5,0.0,1
INV0004297,C00077,2023-12-10,2024-02-08,3932.8,SMB,60,0.3184,15.32,0,10.0,0.0,0
INV0004792,C00266,2023-12-10,2024-01-09,2462.11,Mid-market,30,0.2856,2.74,1,58.5,0.0,1
INV0004977,C00401,2023-12-10,2024-01-09,138907.8,Enterprise,30,0.4927,12.38,0,26.1,0.0,0
INV0005499,C00671,2023-12-10,2024-01-09,2434.0,SMB,30,0.3389,7.14,0,24.5,0.0,0
INV0005582,C00639,2023-12-10,2024-01-09,7746.57,Enterprise,30,0.228,5.66,1,16.3,0.0,0
INV0006961,C01337,2023-12-10,2024-01-09,189.82,SMB,30,0.0781,0.0,0,14.6,0.0,0
INV0007219,C02042,2023-12-10,2024-01-09,933.04,SMB,30,0.1995,2.48,0,13.7,0.0,0
INV0008056,C02017,2023-12-10,2024-01-09,6139.34,Mid-market,30,0.0619,6.06,0,18.8,0.0,1
INV0009132,C01361,2023-12-10,2023-12-25,672.33,SMB,15,0.0,0.0,0,21.3,0.0,0
INV0009286,C02328,2023-12-10,2024-01-24,1037.11,SMB,45,0.102,12.81,0,22.2,0.0,0
INV0009577,C00280,2023-12-10,2024-01-09,4751.11,SMB,30,0.2115,8.02,0,20.7,0.0,0
INV0010528,C01866,2023-12-10,2024-01-09,3128.33,Mid-market,30,0.3582,15.88,0,16.8,0.0,0
INV0010578,C00074,2023-12-10,2024-02-08,3466.61,SMB,60,0.4814,16.17,0,29.2,0.0,1
INV0010652,C01206,2023-12-10,2024-01-09,7744.25,Enterprise,30,0.6287,29.92,0,100.8,0.0,1
INV0012037,C00740,2023-12-10,2024-01-09,3920.81,SMB,30,0.1627,10.2,0,48.1,0.0,1
INV0012828,C01632,2023-12-10,2024-01-09,2780.58,Mid-market,30,0.2114,4.1,0,9.4,0.0,0
INV0013927,C01839,2023-12-10,2024-01-09,1856.96,SMB,30,0.2609,9.8,0,37.5,0.0,0
INV0013977,C01034,2023-12-10,2024-01-09,1078.76,SMB,30,0.1201,9.44,0,48.7,0.0,0
INV0014552,C01546,2023-12-10,2023-12-25,1164.85,SMB,15,0.1724,5.55,0,28.4,0.0,0
INV0000432,C00645,2023-12-11,2024-01-10,1331.97,SMB,30,0.3511,19.73,0,27.8,0.0,1
INV0000969,C01903,2023-12-11,2024-01-10,27346.17,SMB,30,0.2776,15.28,0,55.1,0.0,0
INV0001101,C00805,2023-12-11,2024-01-10,8950.03,Enterprise,30,0.2841,18.47,0,26.2,0.0,0
INV0003117,C01149,2023-12-11,2024-01-10,319.26,SMB,30,0.2844,18.71,0,44.7,0.0,0
INV0004224,C00466,2023-12-11,2024-01-25,2390.6,SMB,45,0.1449,13.82,0,15.4,0.0,0
INV0004234,C00286,2023-12-11,2023-12-26,744.41,SMB,15,0.4444,23.22,0,26.9,0.0,1
INV0004240,C00052,2023-12-11,2024-01-10,1163.63,SMB,30,0.3738,15.0,0,22.4,0.0,1
INV0007605,C02254,2023-12-11,2024-01-10,1905.63,Mid-market,30,0.4741,23.8,0,54.1,0.0,1
INV0007771,C01961,2023-12-11,2024-02-09,1003.97,SMB,60,0.0988,8.22,0,30.1,0.0,0
INV0008400,C00914,2023-12-11,2024-01-10,1218.34,Mid-market,30,0.2047,2.46,0,18.6,0.0,0
INV0009556,C00543,2023-12-11,2024-01-10,3699.21,SMB,30,0.8012,38.47,0,31.9,0.0,1
INV0009729,C01391,2023-12-11,2024-01-10,3035.81,SMB,30,0.4309,13.07,0,33.8,0.0,1
INV0010877,C00033,2023-12-11,2024-01-10,256.2,SMB,30,0.0,5.8,1,23.5,0.0,0
INV0012664,C02220,2023-12-11,2024-02-09,677.39,Mid-market,60,0.3852,22.88,1,30.8,0.0,1
INV0014728,C01018,2023-12-11,2023-12-26,3335.18,SMB,15,0.5723,18.09,0,34.8,0.0,0
INV0017066,C00905,2023-12-11,2024-01-10,184.62,SMB,30,0.266,6.81,0,20.9,0.0,0
INV0017802,C01223,2023-12-11,2024-01-10,1070.28,SMB,30,0.2936,10.38,0,23.4,0.0,0
INV0018301,C01239,2023-12-11,2024-01-10,4433.67,Mid-market,30,0.2266,12.68,0,40.9,0.0,1
INV0019530,C00284,2023-12-11,2024-01-10,1182.01,SMB,30,0.1347,4.16,0,20.7,0.0,0
INV0001379,C01422,2023-12-12,2023-12-27,593.95,SMB,15,0.4706,21.28,0,26.1,0.0,1
INV0002232,C01040,2023-12-12,2024-01-11,7354.53,Mid-market,30,0.3641,5.61,0,22.8,0.0,1
INV0003749,C01606,2023-12-12,2023-12-27,790.06,SMB,15,0.1383,3.02,0,18.4,0.0,0
INV0007538,C00121,2023-12-12,2024-01-11,1036.09,SMB,30,0.3139,6.39,0,21.2,0.0,0
INV0007960,C02360,2023-12-12,2024-02-10,2123.9,SMB,60,0.6092,22.23,0,46.9,0.0,0
INV0013335,C00091,2023-12-12,2024-01-11,10062.83,SMB,30,0.0744,9.17,0,28.3,0.0,0
INV0014332,C00186,2023-12-12,2024-01-11,8551.82,SMB,30,0.2235,3.21,1,8.0,0.0,1
INV0014799,C01909,2023-12-12,2024-01-26,3007.77,Mid-market,45,0.2469,11.39,0,26.1,0.0,0
INV0015176,C00143,2023-12-12,2024-01-11,4392.91,Mid-market,30,0.3848,18.48,0,44.0,0.0,0
INV0017004,C00771,2023-12-12,2024-01-11,1219.56,SMB,30,0.0693,2.56,0,37.5,0.0,0
INV0017421,C01868,2023-12-12,2024-01-11,554.91,SMB,30,0.34,12.45,0,39.1,0.0,0
INV0019533,C01884,2023-12-12,2024-01-11,15976.4,Enterprise,30,0.3218,16.45,0,23.7,0.0,0
INV0019807,C01471,2023-12-12,2024-01-11,3558.76,SMB,30,0.3529,12.57,0,24.0,0.0,1
INV0001225,C01982,2023-12-13,2024-01-27,1749.91,SMB,45,0.4272,16.59,1,32.5,0.0,0
INV0002761,C00914,2023-12-13,2023-12-28,707.67,Mid-market,15,0.2855,11.8,0,44.7,0.0,0
INV0005181,C00013,2023-12-13,2024-01-27,434.76,SMB,45,0.2516,23.39,0,8.1,0.0,0
INV0008567,C00041,2023-12-13,2024-01-27,6817.48,Mid-market,45,0.4654,20.12,0,27.5,0.0,0
INV0009408,C02401,2023-12-13,2024-01-12,1804.72,SMB,30,0.2224,0.0,0,10.5,0.0,0
